customer_id,customer_name,email,registration_date,customer_type
CUST0374,Kristy Moreno,kimberly32@example.com,2022-07-31,PREMIUM
CUST0375,William Munoz,ubarker@example.com,2022-02-07,REGULAR
CUST0376,Rebekah Johnson,kmckee@example.net,2024-08-08,PREMIUM
CUST0377,Michelle Harding,leroy69@example.org,2024-09-24,REGULAR
CUST0378,Johnny Franklin,joshua94@example.org,2024-10-10,REGULAR
CUST0379,Nicholas Allen,jonesanna@example.net,2023-05-29,REGULAR
CUST0380,Elizabeth Stewart,vsilva@example.net,2024-07-23,PREMIUM
CUST0381,Michael Rowland,jasonkim@example.com,2024-12-12,REGULAR
CUST0382,Scott Moss,coopersusan@example.org,2023-01-02,REGULAR
CUST0383,James Perry,ikeller@example.net,2025-04-03,REGULAR
CUST0384,James Williams,rsmith@example.net,2022-11-25,PREMIUM
CUST0385,Roger Harris,awilson@example.com,2024-01-20,VIP
CUST0386,Tracy Walker,christophergoodwin@example.org,2022-02-10,PREMIUM
CUST0387,Joshua Barker,thomas39@example.org,2024-10-18,REGULAR
CUST0388,Scott Garcia,esimmons@example.com,2022-01-19,REGULAR
CUST0389,Kyle Rowe,jacobalvarado@example.net,2023-05-07,REGULAR
CUST0390,Cory Williams,qwalker@example.com,2022-05-24,REGULAR
CUST0391,Amanda Bryant,claireperez@example.com,2024-05-08,REGULAR
CUST0392,Philip Gill,larrysmith@example.net,2022-05-27,REGULAR
CUST0393,Philip Evans,fcarlson@example.net,2022-11-19,REGULAR
CUST0394,Robert Lopez,masonstein@example.org,2025-02-09,REGULAR
CUST0395,David Cardenas,brobinson@example.net,2024-12-10,REGULAR
CUST0396,Bobby Smith,aeverett@example.org,2024-07-15,REGULAR
CUST0397,William Browning,james67@example.com,2024-03-29,PREMIUM
CUST0398,Amy Gray,elizabethblankenship@example.net,2022-05-06,REGULAR
CUST0399,Taylor Burton,hlopez@example.com,2022-01-21,REGULAR
CUST0400,Ashley Martin,michaelpittman@example.org,2024-12-03,REGULAR
CUST0401,Steven Martin,tclark@example.com,2024-12-13,REGULAR
CUST0402,Lisa Flores,ijohnson@example.net,2023-05-24,REGULAR
CUST0403,Christine Grimes,andersonkim@example.org,2024-05-17,REGULAR
CUST0404,Jason Chavez,cking@example.com,2023-06-11,REGULAR
CUST0405,Lindsay Mcgee,harriskaren@example.com,2024-11-29,REGULAR
CUST0406,Sonya Mueller,carrie40@example.com,2025-09-09,REGULAR
CUST0407,Adam Mcgee,ktanner@example.com,2024-03-23,PREMIUM
CUST0408,Casey Wilson,michele79@example.org,2024-09-29,PREMIUM
CUST0409,Lisa Mcmillan,charles92@example.net,2024-02-05,REGULAR
CUST0410,Maria Garrett,debra95@example.com,2022-11-08,REGULAR
CUST0411,Robert Wright,renee43@example.net,2022-02-26,REGULAR
CUST0412,Megan Johnson,nicholasroberts@example.org,2023-05-21,REGULAR
CUST0413,Lisa Schultz,matthewgarcia@example.net,2022-09-27,PREMIUM
CUST0414,Amy Davis,ryancourtney@example.net,2024-05-19,REGULAR
CUST0415,Carol Walters,goldensheila@example.org,2023-09-07,REGULAR
CUST0416,Natalie Hunter,egreer@example.com,2024-08-14,PREMIUM
CUST0417,Laura Mcgee,hunter09@example.net,2024-07-03,REGULAR
CUST0418,Kyle Hale,ymack@example.net,2025-02-18,REGULAR
CUST0419,Ronald Nguyen,benjaminronald@example.net,2022-09-02,REGULAR
CUST0420,Matthew Hart,krivera@example.org,2025-11-05,PREMIUM
CUST0421,Joseph Wade,zwilson@example.net,2023-10-20,REGULAR
CUST0422,Christopher Davis,james23@example.net,2024-04-10,REGULAR
CUST0423,Francisco Ferguson,heidigallegos@example.com,2024-11-11,REGULAR
CUST0424,Makayla Hernandez,wagnerlinda@example.com,2023-11-13,PREMIUM
CUST0425,Danielle Jones,castillojerry@example.com,2024-07-11,PREMIUM
CUST0426,Gail Wright,wilsondean@example.com,2023-09-26,PREMIUM
CUST0427,Patricia Compton,evansjessica@example.net,2023-08-17,REGULAR
CUST0428,Michael Benjamin,onoble@example.net,2022-07-21,PREMIUM
CUST0429,David Bray,kimgibson@example.org,2022-03-04,REGULAR
CUST0430,Rebecca Davis,ksmith@example.net,2023-11-08,REGULAR
CUST0431,Juan Butler,ehinton@example.net,2025-05-27,REGULAR
CUST0432,Shannon Williams,christina92@example.org,2023-02-23,REGULAR
CUST0433,Taylor Murray,sheryl14@example.net,2023-09-16,REGULAR
CUST0434,Lisa Garcia,adrianrich@example.net,2024-08-11,PREMIUM
CUST0435,Amy Estes,harveymichael@example.org,2023-01-04,REGULAR
CUST0436,Loretta Baxter,zreynolds@example.net,2025-03-07,REGULAR
CUST0437,Michelle Howe,ycohen@example.net,2022-07-08,REGULAR
CUST0438,Dr. Sharon Baker DVM,rhonda10@example.com,2023-02-13,PREMIUM
CUST0439,Kyle Johnson,joycetaylor@example.net,2023-03-05,REGULAR
CUST0440,Jeremy Bryant,baldwinrhonda@example.com,2022-04-02,PREMIUM
CUST0441,Thomas Donaldson,daniel72@example.net,2025-01-29,PREMIUM
CUST0442,Tracy Conner,zgrant@example.org,2024-10-24,REGULAR
CUST0443,Christine West,rcampbell@example.com,2022-04-29,REGULAR
CUST0444,Charles Harris,katie54@example.com,2023-06-08,REGULAR
CUST0445,Peter Poole,matthewhoward@example.com,2025-11-14,REGULAR
CUST0446,Ryan Malone,zross@example.org,2024-08-28,REGULAR
CUST0447,Danielle Velasquez,romerolinda@example.com,2022-11-17,PREMIUM
CUST0448,Christopher Hall,tylerturner@example.net,2024-12-23,PREMIUM
CUST0449,James Walters,martinkimberly@example.org,2022-06-14,PREMIUM
CUST0450,Kristina Robles,tayala@example.net,2024-12-31,REGULAR
CUST0451,Cynthia Davila,harrisdwayne@example.org,2022-06-21,REGULAR
CUST0452,Michelle Myers,natalie79@example.org,2023-08-13,REGULAR
CUST0453,Cindy Horn,patricia97@example.org,2022-05-02,REGULAR
CUST0454,Christopher Green,smithmichael@example.net,2023-07-10,REGULAR
CUST0455,Jacob Carpenter,brendan66@example.org,2023-09-07,REGULAR
CUST0456,Debra Sutton,cknapp@example.org,2022-11-27,REGULAR
CUST0457,Jessica Larson,garciabrenda@example.net,2022-02-24,PREMIUM
CUST0458,Paul Gonzales MD,fsmith@example.net,2022-08-09,REGULAR
CUST0459,Crystal Swanson,michaelwilson@example.net,2022-09-08,PREMIUM
CUST0460,Beverly Lewis,stephanie06@example.net,2024-08-17,REGULAR
CUST0461,Clinton Evans,sarahalexander@example.net,2024-07-24,REGULAR
CUST0462,Katelyn Tyler,rjones@example.org,2024-09-22,REGULAR
CUST0463,Cynthia Calderon,ramirezjulia@example.net,2024-03-02,REGULAR
CUST0464,John Scott,robert87@example.net,2022-07-25,PREMIUM
CUST0465,Jessica Smith,resparza@example.org,2022-12-17,PREMIUM
CUST0466,Michelle Olsen,broman@example.com,2022-06-04,REGULAR
CUST0467,Tyler Long,jamie88@example.com,2022-01-05,PREMIUM
CUST0468,Patricia Jackson,julieleonard@example.org,2025-01-03,PREMIUM
CUST0469,Jeffrey Taylor,larrywilson@example.com,2025-01-10,PREMIUM
CUST0470,David French,ramirezjessica@example.net,2025-05-03,REGULAR
CUST0471,Rebecca Richardson,mcfarlandsara@example.net,2025-07-02,REGULAR
CUST0472,Krystal Gregory,thomasscott@example.net,2024-10-02,PREMIUM
CUST0473,Tyler Gonzalez,jared76@example.net,2022-08-23,VIP
CUST0474,Paul Carter,cynthia92@example.org,2022-03-05,REGULAR
CUST0475,Alexandra Cook,smithheather@example.com,2025-06-11,PREMIUM
CUST0476,Holly Fox,watsonshane@example.org,2025-09-07,PREMIUM
CUST0477,Kerry Spence,kellyyvette@example.com,2024-09-27,REGULAR
CUST0478,Thomas Hoffman,wilsonmelissa@example.org,2023-08-18,REGULAR
CUST0479,Donna Allison,laura78@example.org,2025-07-12,REGULAR
CUST0480,Stephen Soto,anne02@example.org,2024-09-21,REGULAR
CUST0481,Dylan Santiago,mistytyler@example.org,2024-07-05,REGULAR
CUST0482,Amanda Taylor,dustin99@example.org,2023-10-17,PREMIUM
CUST0483,Christopher Hodges,pageholly@example.org,2025-04-14,REGULAR
CUST0484,Brian Gonzalez,martineznicholas@example.net,2023-08-30,VIP
CUST0485,Crystal Arias,molinageorge@example.com,2025-12-17,REGULAR
CUST0486,Timothy Wilson,craig59@example.com,2023-01-08,REGULAR
CUST0487,Rachel Li,gbarrett@example.net,2025-06-28,PREMIUM
CUST0488,Leroy Hayden,jlarson@example.org,2022-07-13,REGULAR
CUST0489,Jamie Rollins,chavezaaron@example.net,2025-08-22,REGULAR
CUST0490,Emily Elliott,fordlisa@example.org,2023-08-12,PREMIUM
CUST0491,Robert Tapia,ashley06@example.net,2025-08-17,PREMIUM
CUST0492,Emily Singh,angela83@example.org,2025-11-26,REGULAR
CUST0493,Christina Ramirez,epowell@example.com,2023-04-01,REGULAR
CUST0494,Jessica Evans,amanda70@example.net,2023-06-14,REGULAR
CUST0495,David Adams,cathyhorn@example.com,2022-02-20,PREMIUM
CUST0496,Erica Santiago,angela11@example.com,2025-11-23,REGULAR
CUST0497,Daniel Chang,amanda02@example.org,2025-05-18,VIP
CUST0498,Brent Nguyen,hwilliamson@example.org,2022-06-15,REGULAR
CUST0499,Shawn Franco,obriennichole@example.net,2025-01-17,REGULAR
CUST0500,Erika Brown,katherinegolden@example.com,2022-12-30,REGULAR
